entity,date,description,contra_account_label,amount
au,05/03/2025,TAX OFFICE PAYMENTS CommBank app BPAY 75556 XXXXXXXXXXXX334621,PAYG Liability,-17022.74
au,05/03/2025,Transfer from CommBank app,Loan,20000.0
au,05/03/2025,Transfer from CommBank app Gt insurance,Loan,25000.0
au,28/02/2025,Return DRIVE MATE CAIRNLEA AU Card xx9039 Value Date: 25/02/2025,Other Income,588.27
au,27/02/2025,VERANDAH BAR SYDNEY AU Card xx9039,Operating Expenses:Meals and Entertainment,-61.61
au,27/02/2025,DRIVE MATE CAIRNLEA AU Card xx9039 Value Date: 25/02/2025,Cost of Overhead Related to Service:Operating Expenses,-588.27
au,25/02/2025,Return DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 21/02/2025,Other Income,2.0
au,25/02/2025,Return DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 21/02/2025,Other Income,10.0
au,25/02/2025,Return DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 21/02/2025,Other Income,15.0
au,25/02/2025,Return MICROSOFT#G079308732 MSBILL.INFO SG Card xx9039 USD 25.90 Value Date: 21/02/2025,Other Income,40.39
au,21/02/2025,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 19/02/2025,Cost of Overhead Related to Service:Operating Expenses,-19.45
au,21/02/2025,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 19/02/2025,Cost of Overhead Related to Service:Operating Expenses,-8.76
au,21/02/2025,Refund Purchase DRIVE MATE,Other Income,2.0
au,21/02/2025,Refund Purchase DRIVE MATE,Other Income,50.0
au,20/02/2025,Return DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 18/02/2025,Other Income,2.0
au,20/02/2025,Return DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 17/02/2025,Other Income,1.0
au,20/02/2025,Return DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 18/02/2025,Other Income,0.2
au,20/02/2025,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 18/02/2025,Cost of Overhead Related to Service:Operating Expenses,-30.73
au,20/02/2025,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 18/02/2025,Cost of Overhead Related to Service:Operating Expenses,-70.71
au,20/02/2025,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 18/02/2025,Cost of Overhead Related to Service:Operating Expenses,-53.28
au,20/02/2025,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 18/02/2025,Cost of Overhead Related to Service:Operating Expenses,-37.9
au,20/02/2025,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 18/02/2025,Cost of Overhead Related to Service:Operating Expenses,-50.77
au,20/02/2025,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 18/02/2025,Cost of Overhead Related to Service:Operating Expenses,-19.45
au,20/02/2025,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 18/02/2025,Cost of Overhead Related to Service:Operating Expenses,-3.58
au,20/02/2025,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 18/02/2025,Cost of Overhead Related to Service:Operating Expenses,-27.65
au,20/02/2025,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 18/02/2025,Cost of Overhead Related to Service:Operating Expenses,-65.07
au,19/02/2025,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 17/02/2025,Cost of Overhead Related to Service:Operating Expenses,-19.45
au,19/02/2025,Transfer from CommBank app Loan to pay GT ins,Loan,55000.0
au,19/02/2025,DEFT INSURANCE CommBank app BPAY 20362 XXXXXXXXXXXX78726 invoice 225890,Cost of Service:Insurance,-53534.03
au,18/02/2025,CHATGPT SUBSCRIPTION OPENAI.COM CA US Card xx0338 USD 22.00 Value Date: 19/04/2023,Subscriptions/ Software expenses,-31.71
au,18/02/2025,ZLR*Daily Shine Car Was Mascot AU Card xx9039 Value Date: 14/02/2025,Cost of Overhead Related to Service:Operating Expenses:Cleaning,-300.0
au,18/02/2025,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 15/02/2025,Cost of Overhead Related to Service:Operating Expenses,-62.05
au,18/02/2025,Refund Purchase DRIVE MATE,Other Income,62.0
au,17/02/2025,Refund Purchase DRIVE MATE,Other Income,1.0
au,17/02/2025,Refund Purchase DRIVE MATE,Other Income,3.0
au,15/02/2025,CHATGPT SUBSCRIPTION OPENAI.COM CA US Card xx0338 USD 22.00 Value Date: 19/04/2023,Subscriptions/ Software expenses,-264.72
au,15/02/2025,Transfer To UR Drive CommBank App Airport parking,Cost of Overhead Related to Service:Operating Expenses:Parking,-8800.0
au,13/02/2025,TAX OFFICE PAYMENTS NetBank BPAY 75556 XXXXXXXXXXXX333221 XXXXXXXXXXXX333221,PAYG Liability,-6901.4
au,13/02/2025,TAX OFFICE PAYMENTS NetBank BPAY 75556 XXXXXXXXXXXX969260 XXXXXXXXXXXX969260,PAYG Liability,-23220.88
au,13/02/2025,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 11/02/2025,Cost of Overhead Related to Service:Operating Expenses,-19.19
au,13/02/2025,HEROKU* JAN-101045725 WWW.HEROKU.CO CA US Card xx9039 USD 24.00 Value Date: 11/02/2025,"Operating Expenses:AI, Internet & Website maintenance fees",-38.39
au,11/02/2025,Return DRIVE MATE BRISBANE AU Card xx9039 Value Date: 08/02/2025,Other Income,30.0
au,08/02/2025,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 06/02/2025,Cost of Overhead Related to Service:Operating Expenses,-3.58
au,08/02/2025,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 06/02/2025,Cost of Overhead Related to Service:Operating Expenses,-37.9
au,07/02/2025,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 05/02/2025,Cost of Overhead Related to Service:Operating Expenses,-5.12
au,07/02/2025,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 04/02/2025,Cost of Overhead Related to Service:Operating Expenses,-19.45
au,07/02/2025,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 05/02/2025,Cost of Overhead Related to Service:Operating Expenses,-37.9
au,07/02/2025,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 05/02/2025,Cost of Overhead Related to Service:Operating Expenses,-3.58
au,07/02/2025,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 05/02/2025,Cost of Overhead Related to Service:Operating Expenses,-22.55
au,07/02/2025,Direct Credit 507141 DrivematePayout Drivemate_RivbiEER Direct Credit 507141 Drivemate Drivemate_NkFTsvMP,Other Income,159.3
au,07/02/2025,Direct Credit 158824 DrivematePayo DrivematePayo-HvkV | Auto-categorized: Due to Aus Fleet (94%),Other Income,531.57
au,07/02/2025,Direct Credit 158824 DrivematePayo DrivematePayo-MIY8 | Auto-categorized: Due to Aus Fleet (94%),Other Income,273.81
au,07/02/2025,Direct Credit 158824 DrivematePayo DrivematePayo-1zuy | Auto-categorized: Due to Aus Fleet (94%),Other Income,100.0
au,07/02/2025,Direct Credit 158824 DrivematePayo DrivematePayo-Yyb8 | Auto-categorized: Due to Aus Fleet (100%),Other Income,4041.03
au,06/02/2025,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 04/02/2025,Cost of Overhead Related to Service:Operating Expenses,-27.65
au,06/02/2025,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 04/02/2025,Cost of Overhead Related to Service:Operating Expenses,-10.25
au,06/02/2025,Transfer to xx3529 CommBank app,Operating Expenses:Travel Expense,-75.0
au,06/02/2025,Transfer To Collision Management CommBank App Invoice 02025016,Cost of Overhead Related to Service:Operating Expenses:Workshop,-731.85
au,05/02/2025,VERANDAH BAR SYDNEY AU Card xx9039,Operating Expenses:Meals and Entertainment,-449.34
au,05/02/2025,VAPIANO KING STREET BRISBANE AU Card xx9039 Value Date: 03/02/2025,Operating Expenses:Meals and Entertainment,-67.12
au,04/02/2025,SQ *STOCK MARKET KITCH Sydney AU,Operating Expenses:Meals and Entertainment,-35.8
au,01/02/2025,DUTCHLINK PTY LTD,"Operating Expenses:AI, Internet & Website maintenance fees",-25.0
au,31/01/2025,Beijing Jingyunze Hotel M Beijing CN Card xx9039 CNY 431.42 Value Date: 26/01/2025,Operating Expenses:Travel Expense,-94.69
au,30/01/2025,Direct Credit 658285 CDC National Pty ComfortDelgro,Other Income,976.0
au,29/01/2025,Refund Purchase UBER *TRIP HELP.UBER.COM,Other Income,0.03
au,28/01/2025,Transfer to xx3529 CommBank app,Operating Expenses:Travel Expense,-265.0
au,26/01/2025,Wdl ATM BeiJingShiChaoYangQu00 XXXXXXXX00000 CN CNY1000.00,Operating Expenses:Travel Expense,-219.49
au,24/01/2025,Direct Credit 658275 CDC fleet ComfortDelgro,Fleet - Rental Expense,2449.99
au,22/01/2025,Direct Credit 507141 Misc Misc_Rd7xNTZVDjNzi,Other Income,6500.0
au,22/01/2025,Hotel at Booking.com,Operating Expenses:Travel Expense,-137.7
au,17/01/2025,NSW POLICE FORCE PARRAMATTA AU Card xx9039 Value Date: 15/01/2025,Operating Expenses:Travel Expense,-55.8
au,15/01/2025,CHATGPT SUBSCRIPTION OPENAI.COM CA US Card xx0338 USD 22.00 Value Date: 19/04/2023,Subscriptions/ Software expenses,-284.62
au,14/01/2025,ZLR*Daily Shine Car Was Mascot AU Card xx9039 Value Date: 10/01/2025,Cost of Overhead Related to Service:Operating Expenses:Cleaning,-350.0
au,13/01/2025,mycar Tyre & Auto,Cost of Overhead Related to Service:Operating Expenses:Damages,-661.59
au,13/01/2025,mycar Tyre & Auto,Cost of Overhead Related to Service:Operating Expenses:Damages,-795.98
au,09/01/2025,mycar Tyre & Auto,Cost of Overhead Related to Service:Operating Expenses:Damages,-510.08
au,09/01/2025,Direct Credit 658275 CDC fleet ComfortDelgro,Fleet - Rental Expense,984.2
au,09/01/2025,Transfer To Justco Australia CommBank App AU-JCAUO-027613,Operating Expenses:Corporate - Office Rental,-5567.29
au,09/01/2025,Transfer To Justco onshore CommBank App AU-JCAUO-027621,Operating Expenses:Corporate - Office Rental,-2149.43
au,03/01/2025,mycar Tyre & Auto,Cost of Overhead Related to Service:Operating Expenses:Damages,-657.63
au,31/12/2024,"NOTION LABS, INC. HTTPSWWW.NOTI CA US Card xx9039 USD 215.82 Value Date: 28/12/2024","Operating Expenses:AI, Internet & Website maintenance fees",-348.21
au,31/12/2024,uangzhou Hotel Residences GuangZhou CN Card xx9039 CNY 543.38 Value Date: 28/12/2024,Operating Expenses:Travel Expense,-120.17
au,31/12/2024,mycar Tyre & Auto,Cost of Overhead Related to Service:Operating Expenses,-467.19
au,29/12/2024,DRIVE MATE,Cost of Overhead Related to Service:Operating Expenses,-29.0
au,29/12/2024,DRIVE MATE,Cost of Overhead Related to Service:Operating Expenses,-119.19
au,29/12/2024,DRIVE MATE,Cost of Overhead Related to Service:Operating Expenses,-116.45
au,28/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 24/12/2024,Cost of Overhead Related to Service:Operating Expenses,-29.35
au,28/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 24/12/2024,Cost of Overhead Related to Service:Operating Expenses,-37.9
au,28/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 24/12/2024,Cost of Overhead Related to Service:Operating Expenses,-33.8
au,25/12/2024,BP TOWER 1025 WILLOUGHBY AU Card xx9039 Value Date: 22/12/2024,Operating Expenses:Travel Expense,-111.05
au,25/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 23/12/2024,Cost of Overhead Related to Service:Operating Expenses,-19.45
au,25/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 23/12/2024,Cost of Overhead Related to Service:Operating Expenses,-1.02
au,25/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 23/12/2024,Cost of Overhead Related to Service:Operating Expenses,-1.03
au,25/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 23/12/2024,Cost of Overhead Related to Service:Operating Expenses,-37.9
au,25/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 23/12/2024,Cost of Overhead Related to Service:Operating Expenses,-18.94
au,24/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 20/12/2024,Cost of Overhead Related to Service:Operating Expenses,-36.88
au,24/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 20/12/2024,Cost of Overhead Related to Service:Operating Expenses,-24.57
au,24/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 20/12/2024,Cost of Overhead Related to Service:Operating Expenses,-18.94
au,24/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 21/12/2024,Cost of Overhead Related to Service:Operating Expenses,-37.9
au,24/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 20/12/2024,Cost of Overhead Related to Service:Operating Expenses,-2.3
au,24/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 20/12/2024,Cost of Overhead Related to Service:Operating Expenses,-1.03
au,24/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 20/12/2024,Cost of Overhead Related to Service:Operating Expenses,-33.8
au,24/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 20/12/2024,Cost of Overhead Related to Service:Operating Expenses,-8.2
au,24/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 20/12/2024,Cost of Overhead Related to Service:Operating Expenses,-8.38
au,24/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 20/12/2024,Cost of Overhead Related to Service:Operating Expenses,-39.95
au,24/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 21/12/2024,Cost of Overhead Related to Service:Operating Expenses,-3.38
au,24/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 20/12/2024,Cost of Overhead Related to Service:Operating Expenses,-64.56
au,24/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 20/12/2024,Cost of Overhead Related to Service:Operating Expenses,-83.0
au,24/12/2024,LS Bellevue Cottage By Glebe AU Card xx9039 Value Date: 22/12/2024,Operating Expenses:Meals and Entertainment,-4.0
au,21/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 19/12/2024,Cost of Overhead Related to Service:Operating Expenses,-62.84
au,21/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 19/12/2024,Cost of Overhead Related to Service:Operating Expenses,-38.92
au,21/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 19/12/2024,Cost of Overhead Related to Service:Operating Expenses,-44.06
au,21/12/2024,DRIVE MATE BRISBANE AU Card xx9039 Value Date: 19/12/2024,Cost of Overhead Related to Service:Operating Expenses,-209.86
au,21/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 19/12/2024,Cost of Overhead Related to Service:Operating Expenses,-19.45
au,20/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 18/12/2024,Cost of Overhead Related to Service:Operating Expenses,-71.27
au,20/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 18/12/2024,Cost of Overhead Related to Service:Operating Expenses,-35.85
au,20/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 18/12/2024,Cost of Overhead Related to Service:Operating Expenses,-19.45
au,20/12/2024,DRIVE MATE BRISBANE AU Card xx9039 Value Date: 18/12/2024,Cost of Overhead Related to Service:Operating Expenses,-59.42
au,20/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 18/12/2024,Cost of Overhead Related to Service:Operating Expenses,-48.98
au,20/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 18/12/2024,Cost of Overhead Related to Service:Operating Expenses,-237.68
au,19/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 17/12/2024,Cost of Overhead Related to Service:Operating Expenses,-25.6
au,19/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 17/12/2024,Cost of Overhead Related to Service:Operating Expenses,-1.02
au,19/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 17/12/2024,Cost of Overhead Related to Service:Operating Expenses,-22.19
au,19/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 18/12/2024,Cost of Overhead Related to Service:Operating Expenses,-57.37
au,18/12/2024,CHATGPT SUBSCRIPTION OPENAI.COM CA US Card xx0338 USD 22.00 Value Date: 19/04/2023,"Operating Expenses:AI, Internet & Website maintenance fees",-31.5
au,18/12/2024,Return mycar Tyre Auto Sydney AU Card xx9039 Value Date: 11/12/2024,Cost of Overhead Related to Service:Operating Expenses,1119.75
au,18/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 16/12/2024,Cost of Overhead Related to Service:Operating Expenses,-34.6
au,18/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 16/12/2024,Cost of Overhead Related to Service:Operating Expenses,-29.12
au,18/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 16/12/2024,Cost of Overhead Related to Service:Operating Expenses,-4.06
au,18/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 16/12/2024,Cost of Overhead Related to Service:Operating Expenses,-29.47
au,18/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 16/12/2024,Cost of Overhead Related to Service:Operating Expenses,-24.4
au,18/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 16/12/2024,Cost of Overhead Related to Service:Operating Expenses,-12.3
au,18/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 16/12/2024,Cost of Overhead Related to Service:Operating Expenses,-4.07
au,18/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 16/12/2024,Cost of Overhead Related to Service:Operating Expenses,-60.97
au,18/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 16/12/2024,Cost of Overhead Related to Service:Operating Expenses,-32.52
au,18/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 16/12/2024,Cost of Overhead Related to Service:Operating Expenses,-71.27
au,18/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 16/12/2024,Cost of Overhead Related to Service:Operating Expenses,-20.5
au,18/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 16/12/2024,Cost of Overhead Related to Service:Operating Expenses,-11.14
au,18/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 16/12/2024,Cost of Overhead Related to Service:Operating Expenses,-60.5
au,18/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 16/12/2024,Cost of Overhead Related to Service:Operating Expenses,-174.81
au,18/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 16/12/2024,Cost of Overhead Related to Service:Operating Expenses,-29.7
au,18/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 16/12/2024,Cost of Overhead Related to Service:Operating Expenses,-25.4
au,17/12/2024,CHATGPT SUBSCRIPTION OPENAI.COM CA US Card xx0338 USD 22.00 Value Date: 19/04/2023,"Operating Expenses:AI, Internet & Website maintenance fees",-207.58
au,17/12/2024,Return DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 12/12/2024,Other Income,2819.16
au,17/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 15/12/2024,Cost of Overhead Related to Service:Operating Expenses,-59.48
au,17/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 14/12/2024,Cost of Overhead Related to Service:Operating Expenses,-31.5
au,17/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 13/12/2024,Cost of Overhead Related to Service:Operating Expenses,-22.01
au,17/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 14/12/2024,Cost of Overhead Related to Service:Operating Expenses,-10.17
au,17/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 13/12/2024,Cost of Overhead Related to Service:Operating Expenses,-1.01
au,17/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 13/12/2024,Cost of Overhead Related to Service:Operating Expenses,-29.12
au,17/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 13/12/2024,Cost of Overhead Related to Service:Operating Expenses,-18.28
au,17/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 13/12/2024,Cost of Overhead Related to Service:Operating Expenses,-85.43
au,17/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 13/12/2024,Cost of Overhead Related to Service:Operating Expenses,-1.34
au,17/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 14/12/2024,Cost of Overhead Related to Service:Operating Expenses,-29.48
au,17/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 15/12/2024,Cost of Overhead Related to Service:Operating Expenses,-14.24
au,17/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 14/12/2024,Cost of Overhead Related to Service:Operating Expenses,-27.43
au,17/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 14/12/2024,Cost of Overhead Related to Service:Operating Expenses,-19.3
au,17/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 16/12/2024,Cost of Overhead Related to Service:Operating Expenses,-34.6
au,17/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 13/12/2024,Cost of Overhead Related to Service:Operating Expenses,-28.45
au,17/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 13/12/2024,Cost of Overhead Related to Service:Operating Expenses,-38.62
au,17/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 14/12/2024,Cost of Overhead Related to Service:Operating Expenses,-14.35
au,17/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 13/12/2024,Cost of Overhead Related to Service:Operating Expenses,-33.82
au,17/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 14/12/2024,Cost of Overhead Related to Service:Operating Expenses,-24.8
au,17/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 13/12/2024,Cost of Overhead Related to Service:Operating Expenses,-28.7
au,17/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 14/12/2024,Cost of Overhead Related to Service:Operating Expenses,-7.12
au,17/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 15/12/2024,Cost of Overhead Related to Service:Operating Expenses,-65.12
au,17/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 13/12/2024,Cost of Overhead Related to Service:Operating Expenses,-37.6
au,15/12/2024,DRIVE MATE,Cost of Overhead Related to Service:Operating Expenses,-131.0
au,14/12/2024,NEWS PTY LIMITED,Operating Expenses:Marketing Acquisition-New Customer,-40.0
au,14/12/2024,R J Cox Engineering Mount Kuring- AU Card xx9039 Value Date: 12/12/2024,Cost of Overhead Related to Service:Operating Expenses,-303.6
au,14/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 12/12/2024,Cost of Overhead Related to Service:Operating Expenses,-2819.16
au,14/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 12/12/2024,Cost of Overhead Related to Service:Operating Expenses,-29.12
au,14/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 12/12/2024,Cost of Overhead Related to Service:Operating Expenses,-18.28
au,14/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 12/12/2024,Cost of Overhead Related to Service:Operating Expenses,-89.83
au,14/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 12/12/2024,Cost of Overhead Related to Service:Operating Expenses,-25.4
au,14/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 13/12/2024,Cost of Overhead Related to Service:Operating Expenses,-1.83
au,14/12/2024,DRIVE MATE,Cost of Overhead Related to Service:Operating Expenses,-93.19
au,14/12/2024,DRIVE MATE,Cost of Overhead Related to Service:Operating Expenses,-10.29
au,13/12/2024,DRIVE MATE BRISBANE AU Card xx9039 Value Date: 11/12/2024,Cost of Overhead Related to Service:Operating Expenses,-54.32
au,13/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 11/12/2024,Cost of Overhead Related to Service:Operating Expenses,-1.01
au,13/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 11/12/2024,Cost of Overhead Related to Service:Operating Expenses,-18.28
au,13/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 11/12/2024,Cost of Overhead Related to Service:Operating Expenses,-13.32
au,13/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 11/12/2024,Cost of Overhead Related to Service:Operating Expenses,-78.28
au,13/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 11/12/2024,Cost of Overhead Related to Service:Operating Expenses,-3.2
au,13/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 11/12/2024,Cost of Overhead Related to Service:Operating Expenses,-12.19
au,13/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 11/12/2024,Cost of Overhead Related to Service:Operating Expenses,-96.56
au,13/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 11/12/2024,Cost of Overhead Related to Service:Operating Expenses,-50.0
au,13/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 11/12/2024,Cost of Overhead Related to Service:Operating Expenses,-37.6
au,13/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 11/12/2024,Cost of Overhead Related to Service:Operating Expenses,-63.55
au,12/12/2024,Cabrito Coffee Sydney AU Card xx9039 Value Date: 10/12/2024,Operating Expenses:Meals and Entertainment,-5.13
au,12/12/2024,Return Ace Hotel Sydney Sydney AU Card xx9039 Value Date: 27/08/2024,Operating Expenses:Travel Expense,550.0
au,12/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 10/12/2024,Cost of Overhead Related to Service:Operating Expenses,-67.65
au,12/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 10/12/2024,Cost of Overhead Related to Service:Operating Expenses,-13.32
au,12/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 10/12/2024,Cost of Overhead Related to Service:Operating Expenses,-35.57
au,12/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 10/12/2024,Cost of Overhead Related to Service:Operating Expenses,-78.28
au,12/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 10/12/2024,Cost of Overhead Related to Service:Operating Expenses,-65.6
au,12/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 10/12/2024,Cost of Overhead Related to Service:Operating Expenses,-23.37
au,12/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 10/12/2024,Cost of Overhead Related to Service:Operating Expenses,-17.43
au,12/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 10/12/2024,Cost of Overhead Related to Service:Operating Expenses,-11.01
au,11/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 09/12/2024,Cost of Overhead Related to Service:Operating Expenses,-27.43
au,11/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 09/12/2024,Cost of Overhead Related to Service:Operating Expenses,-13.55
au,11/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 10/12/2024,Cost of Overhead Related to Service:Operating Expenses,-1.01
au,11/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 10/12/2024,Cost of Overhead Related to Service:Operating Expenses,-18.28
au,11/12/2024,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 09/12/2024,Cost of Overhead Related to Service:Operating Expenses,-37.6
